"Lags","Costos","NU","gamma","Correlaci??n"
8,16384,0.2,0.00390625,0.673765085583531
8,32768,0.2,0.001953125,0.673764783318796
8,8192,0.2,0.00390625,0.673237363122553
8,4096,0.2,0.0078125,0.671691889243366
8,32768,0.2,0.00390625,0.671389229501962
8,2048,0.2,0.0078125,0.670830537306562
8,4096,0.2,0.00390625,0.670658677429482
8,1024,0.2,0.0078125,0.670252231728805
8,16384,0.2,0.001953125,0.669943011461618
8,32768,0.2,0.0009765625,0.669079182028878
8,32768,0.2,0.00048828125,0.668544101384901
8,16384,0.2,0.00048828125,0.668198455616894
8,512,0.2,0.0078125,0.668089803414825
8,32768,0.2,0.000244140625,0.668002534900573
8,2048,0.2,0.00390625,0.667927320358449
8,8192,0.2,0.001953125,0.667489120094987
8,16384,0.2,0.000244140625,0.66714802592973
8,16384,0.2,0.0009765625,0.666865623190779
8,8192,0.2,0.0009765625,0.666816768488639
8,32768,0.2,0.0001220703125,0.666794112620253
8,8192,0.2,0.00048828125,0.666610070000005
8,32768,0.2,6.103515625e-05,0.66655515310482
8,8192,0.2,0.0078125,0.666303940267535
8,16384,0.2,0.0001220703125,0.666269896230528
8,4096,0.2,0.0009765625,0.66621817738173
8,4096,0.2,0.001953125,0.666172032025953
8,1024,0.2,0.00390625,0.66611875508419
8,8192,0.2,0.000244140625,0.66609387905274
8,4096,0.2,0.00048828125,0.666017749348716
8,32768,0.3,3.0517578125e-05,0.665674705501923
8,8192,0.2,0.0001220703125,0.665465554968252
8,2048,0.2,0.001953125,0.665415341102987
8,16384,0.2,6.103515625e-05,0.665158051888196
8,4096,0.2,0.000244140625,0.665055750330781
8,32768,0.2,3.0517578125e-05,0.665047535012964
8,256,0.2,0.015625,0.664992118405127
8,2048,0.2,0.0009765625,0.664959145814492
8,2048,0.2,0.00048828125,0.664920098479854
8,128,0.2,0.015625,0.664880708349117
8,16384,0.3,3.0517578125e-05,0.664783355283018
8,32768,0.3,0.0001220703125,0.66465531151337
8,4096,0.2,0.0001220703125,0.664447120188759
8,1024,0.2,0.001953125,0.664438853084764
8,1024,0.2,0.0009765625,0.664384471341384
8,16384,0.3,6.103515625e-05,0.664355784905675
8,2048,0.2,0.000244140625,0.664274280318913
8,8192,0.2,6.103515625e-05,0.664270323337997
8,32768,0.3,6.103515625e-05,0.664153921146315
8,16384,0.3,0.000244140625,0.66401399214228
8,1024,0.2,0.00048828125,0.663994477820826
8,16384,0.2,3.0517578125e-05,0.663907195803488
8,16384,0.3,0.0001220703125,0.663847456195178
8,512,0.2,0.0009765625,0.663562744443695
8,256,0.2,0.0078125,0.663512600435565
8,8192,0.3,6.103515625e-05,0.663124422307877
8,32768,0.3,0.000244140625,0.663078218643052
8,8192,0.3,3.0517578125e-05,0.663018576358545
8,256,0.2,0.001953125,0.662987909288252
8,64,0.2,0.015625,0.662914798365464
8,8192,0.3,0.000244140625,0.662862935751422
8,1024,0.2,0.000244140625,0.662713420779656
8,2048,0.2,0.0001220703125,0.662687102475096
8,4096,0.2,6.103515625e-05,0.662615402908653
8,512,0.2,0.00048828125,0.66255698043536
8,8192,0.3,0.0001220703125,0.662398326455225
8,8192,0.2,3.0517578125e-05,0.662337269443594
8,4096,0.3,0.000244140625,0.662257597157436
8,512,0.2,0.001953125,0.662206273406875
8,8192,0.4,3.0517578125e-05,0.662182372343774
8,4096,0.3,6.103515625e-05,0.662167944433608
8,256,0.2,0.0009765625,0.662080138676445
8,512,0.2,0.00390625,0.661759211290296
8,4096,0.3,0.00048828125,0.661632427260962
8,4096,0.3,0.0001220703125,0.661610214236788
8,128,0.2,0.0078125,0.661489822196683
8,128,0.2,0.00390625,0.661289047594491
8,2048,0.3,0.00048828125,0.66121966624724
8,2048,0.3,0.000244140625,0.66119064055298
8,128,0.2,0.001953125,0.66112446721836
8,1024,0.3,0.00048828125,0.660971673968054
8,16384,0.4,3.0517578125e-05,0.660884535146478
8,256,0.2,0.00390625,0.660872097032452
8,512,0.2,0.015625,0.660728991413969
8,4096,0.3,3.0517578125e-05,0.66009530113055
8,2048,0.3,0.0001220703125,0.660074047030423
8,4096,0.4,3.0517578125e-05,0.659916826457052
8,1024,0.3,0.000244140625,0.659801711460717
8,512,0.3,0.00048828125,0.659630986529096
8,64,0.2,0.00390625,0.659586439631411
8,512,0.3,0.0009765625,0.659496285629473
8,2048,0.3,6.103515625e-05,0.659311548336594
8,8192,0.3,0.00048828125,0.659169689135756
8,1024,0.2,0.0001220703125,0.65900948308568
8,512,0.2,0.000244140625,0.658971415354404
8,2048,0.2,6.103515625e-05,0.658967744777671
8,4096,0.2,3.0517578125e-05,0.658900138342347
8,256,0.2,0.00048828125,0.658873716578889
8,128,0.2,0.0009765625,0.658825610346596
8,32,0.2,0.03125,0.65834691137393
8,256,0.3,0.0009765625,0.658272478540818
8,1024,0.3,0.0009765625,0.658258830888525
8,16384,0.2,0.0078125,0.658228744906699
8,1024,0.3,0.0001220703125,0.658003054405747
8,32768,0.4,3.0517578125e-05,0.657981440250161
8,64,0.2,0.001953125,0.657930278271186
8,4096,0.4,6.103515625e-05,0.65792966934107
8,8,0.2,0.0625,0.657917046757266
8,32,0.2,0.015625,0.657873544321259
8,16,0.2,0.03125,0.657732055680573
8,32,0.2,0.0078125,0.657360127682304
8,64,0.2,0.0078125,0.65732689456412
8,2048,0.4,6.103515625e-05,0.657278629548862
8,32,0.2,0.00390625,0.657175470105281
8,4096,0.5,3.0517578125e-05,0.656838940151069
8,512,0.3,0.000244140625,0.656801937605792
8,2048,0.5,3.0517578125e-05,0.656548713844265
8,8192,0.4,6.103515625e-05,0.656455315590745
8,2048,0.3,3.0517578125e-05,0.656371954473191
8,256,0.3,0.00048828125,0.655892106345148
8,1024,0.3,6.103515625e-05,0.655806444367178
8,16,0.2,0.0078125,0.65539665827291
8,2048,0.4,3.0517578125e-05,0.655376686969277
8,128,0.3,0.001953125,0.655342783810361
8,16,0.2,0.015625,0.655337708009788
8,4,0.2,0.0625,0.655118067708276
8,16,0.2,0.0625,0.655077209422163
8,8,0.2,0.03125,0.654997539362583
8,16384,0.3,0.00048828125,0.654988565802166
8,1024,0.4,6.103515625e-05,0.654881385092266
8,512,0.3,0.0001220703125,0.654673626947624
8,2048,0.6,3.0517578125e-05,0.654533477067063
8,8192,0.5,3.0517578125e-05,0.654422802260799
8,512,0.2,0.0001220703125,0.654404352594487
8,4096,0.6,3.0517578125e-05,0.654280257492307
8,256,0.2,0.000244140625,0.654151365703523
8,1024,0.4,0.0001220703125,0.654015710605917
8,1024,0.2,6.103515625e-05,0.653956438097056
8,128,0.2,0.00048828125,0.653954310975448
8,64,0.2,0.0009765625,0.653756433805403
8,128,0.3,0.0009765625,0.6536865523234
8,2048,0.2,3.0517578125e-05,0.653610079686818
8,256,0.3,0.000244140625,0.653538458914635
8,2048,0.3,0.0009765625,0.653415182051172
8,32,0.2,0.001953125,0.653393089816128
8,2,0.2,0.0625,0.653267139101305
8,256,0.3,0.001953125,0.653117823211291
8,2048,0.4,0.0001220703125,0.652682163591428
8,512,0.4,0.0001220703125,0.652620826494024
8,16,0.2,0.00390625,0.652448114645777
8,64,0.3,0.001953125,0.652262829782172
8,8,0.2,0.015625,0.652137922177692
8,1024,0.5,6.103515625e-05,0.651962827871755
8,16384,0.4,6.103515625e-05,0.651906186606095
8,2048,0.7,3.0517578125e-05,0.65178121125916
8,128,0.3,0.00048828125,0.651406874165867
8,1024,0.5,3.0517578125e-05,0.651154060175782
8,1024,0.4,3.0517578125e-05,0.651076596187912
8,512,0.4,6.103515625e-05,0.650952944359766
8,1024,0.3,3.0517578125e-05,0.65085165647818
8,1024,0.6,3.0517578125e-05,0.650729209340295
8,8,0.2,0.0078125,0.650669252718037
8,512,0.3,6.103515625e-05,0.650656806357449
8,2048,0.5,6.103515625e-05,0.650623442969944
8,4,0.2,0.03125,0.650531522369836
8,256,0.3,0.0001220703125,0.650500259384151
8,512,0.5,6.103515625e-05,0.65022804950918
8,256,0.4,0.0001220703125,0.650197217927781
8,4096,0.4,0.0001220703125,0.649994675808018
8,64,0.3,0.0009765625,0.649683477678353
8,32768,0.3,0.00048828125,0.649608848853291
8,4096,0.7,3.0517578125e-05,0.649604570379449
8,32768,0.1,3.0517578125e-05,0.649380751735591
8,128,0.3,0.000244140625,0.64931204061499
8,4096,0.3,0.0009765625,0.649265246085025
8,128,0.2,0.000244140625,0.649088913567177
8,256,0.2,0.0001220703125,0.649070872617117
8,32,0.3,0.001953125,0.649048845428898
8,64,0.2,0.00048828125,0.648940710998903
8,1,0.2,0.0625,0.648899054553633
8,8192,0.6,3.0517578125e-05,0.648729772390536
8,512,0.2,6.103515625e-05,0.648672227528274
8,16,0.2,0.001953125,0.648505312974764
8,32,0.2,0.0009765625,0.648503425749508
8,1024,0.2,3.0517578125e-05,0.648287122081791
8,16384,0.1,3.0517578125e-05,0.648236291847958
8,1024,0.6,6.103515625e-05,0.648087429608917
8,1024,0.7,3.0517578125e-05,0.648037746999528
8,8,0.2,0.00390625,0.647930377416063
8,32768,0.4,6.103515625e-05,0.647764529918755
8,512,0.4,0.000244140625,0.64775307286772
8,4,0.2,0.015625,0.647751503538163
8,256,0.4,0.000244140625,0.647680933155034
8,2048,0.8,3.0517578125e-05,0.647616538507112
8,128,0.4,0.000244140625,0.647544240561209
8,64,0.3,0.00048828125,0.647434701382142
8,512,0.6,6.103515625e-05,0.647382473569848
8,1024,0.9,3.0517578125e-05,0.647050080835389
8,16384,0.1,6.103515625e-05,0.646843963937797
8,4,0.2,0.0078125,0.646798512745107
8,8192,0.1,6.103515625e-05,0.646615009119501
8,1024,0.4,0.000244140625,0.646613504067043
8,16384,0.5,3.0517578125e-05,0.646506041001926
8,8192,0.1,3.0517578125e-05,0.646392603623315
8,32768,0.1,6.103515625e-05,0.646359717580716
8,512,0.3,0.001953125,0.646287882233836
8,16,0.3,0.00390625,0.646234788175252
8,4096,0.1,6.103515625e-05,0.646030976243068
8,512,0.5,0.0001220703125,0.645968386196686
8,1024,0.8,3.0517578125e-05,0.645916510332395
8,256,0.4,6.103515625e-05,0.645909594929697
8,8192,0.4,0.0001220703125,0.645900333599469
8,256,0.5,0.0001220703125,0.645887777236647
8,128,0.2,0.0001220703125,0.64587112334723
8,128,0.4,0.0001220703125,0.645830637199001
8,2048,0.9,3.0517578125e-05,0.645830445856827
8,4096,0.1,0.0001220703125,0.645815353485699
8,256,0.2,6.103515625e-05,0.645810878098163
8,2,0.2,0.125,0.645770096811655
8,128,0.3,0.0001220703125,0.645711319322114
8,32,0.3,0.0009765625,0.64570271266029
8,512,0.4,3.0517578125e-05,0.645693057064251
8,64,0.2,0.000244140625,0.64568966706043
8,256,0.3,6.103515625e-05,0.645679365781084
8,512,0.2,3.0517578125e-05,0.645647582864825
8,64,0.3,0.000244140625,0.645608914582563
8,512,0.3,3.0517578125e-05,0.645541454696297
8,2,0.2,0.03125,0.645441345541293
8,32,0.3,0.00390625,0.645384159348527
8,2048,0.1,0.0001220703125,0.645289384391668
8,32,0.2,0.00048828125,0.645285857706343
8,512,0.6,3.0517578125e-05,0.645193644362995
8,64,0.4,0.000244140625,0.645110202130886
8,2048,0.6,6.103515625e-05,0.645107415185409
8,64,0.3,0.00390625,0.645073199408243
8,256,0.5,6.103515625e-05,0.645058343358866
8,1024,0.1,0.000244140625,0.645048949548088
8,512,0.5,3.0517578125e-05,0.64503734179403
8,16,0.2,0.0009765625,0.644908775288756
8,64,0.2,0.03125,0.644880168808334
8,1024,0.7,6.103515625e-05,0.644788640655325
8,512,0.1,0.00048828125,0.644699660555423
8,256,0.6,6.103515625e-05,0.644696609985111
8,2048,0.1,0.000244140625,0.644678025334285
8,4096,0.1,3.0517578125e-05,0.644551709704642
8,8,0.2,0.001953125,0.644439903101114
8,1024,0.1,0.00048828125,0.644418170920523
8,2048,0.1,6.103515625e-05,0.64435027939645
8,32,0.3,0.00048828125,0.644337629003427
8,1,0.2,0.125,0.644303986302234
8,512,0.7,6.103515625e-05,0.644181425521879
8,4,0.2,0.00390625,0.644154259908932
8,16,0.3,0.001953125,0.644119097967172
8,1024,0.1,0.0001220703125,0.64407629085845
8,4096,0.5,6.103515625e-05,0.644040986839646
8,512,0.1,0.000244140625,0.643970069777386
8,8192,0.7,3.0517578125e-05,0.643904366162993
8,512,0.9,3.0517578125e-05,0.643740828668843
8,512,0.7,3.0517578125e-05,0.643740012167944
8,4096,0.8,3.0517578125e-05,0.643739885651795
8,128,0.5,0.0001220703125,0.643669422029404
8,256,0.1,0.00048828125,0.643539018628329
8,8192,0.1,0.0001220703125,0.643502901737695
8,256,0.1,0.0009765625,0.643494843001679
8,2,0.2,0.0078125,0.64322179795155
8,8,0.3,0.00390625,0.643219192144906
8,16384,0.1,0.001953125,0.643217492739907
8,2,0.2,0.015625,0.643192861420248
8,512,0.1,0.0009765625,0.643174535596927
8,16,0.3,0.0009765625,0.642951135414663
8,128,0.1,0.0009765625,0.64290006372416
8,4096,0.1,0.000244140625,0.642644360958396
8,64,0.2,0.0001220703125,0.642555386130525
8,32,0.2,0.000244140625,0.642533124824236
8,16,0.2,0.00048828125,0.642464002186938
8,128,0.2,6.103515625e-05,0.642440490620786
8,256,0.2,3.0517578125e-05,0.642321817841638
8,64,0.4,0.00048828125,0.642174175788156
8,2048,0.4,0.000244140625,0.642147348997685
8,512,0.8,6.103515625e-05,0.642131882456988
8,8,0.2,0.0009765625,0.642089691328755
8,512,0.8,3.0517578125e-05,0.641791919121035
8,128,0.6,0.0001220703125,0.641787933395777
8,32,0.4,0.00048828125,0.641784301799956
8,256,0.6,0.0001220703125,0.64164624738587
8,256,0.7,6.103515625e-05,0.641623872329151
8,4,0.2,0.001953125,0.641497157975677
8,16,0.3,0.00048828125,0.641476009068607
8,32,0.3,0.000244140625,0.641436128329297
8,256,0.9,6.103515625e-05,0.641316942159973
8,8,0.3,0.001953125,0.641269800500449
8,1024,0.2,0.015625,0.641053604871246
8,4,0.2,0.125,0.640965210617176
8,128,0.4,0.00048828125,0.640893186872204
8,64,0.3,0.0001220703125,0.640865723308175
8,1024,0.3,0.001953125,0.640832337806293
8,2,0.2,0.00390625,0.640831556701995
8,1,0.2,0.015625,0.640811712237477
8,64,0.1,0.001953125,0.640783663527379
8,1024,0.5,0.0001220703125,0.640777149855547
8,512,0.4,0.00048828125,0.640737131639381
8,256,0.3,3.0517578125e-05,0.640721065428071
8,128,0.3,6.103515625e-05,0.640710571155572
8,128,0.1,0.001953125,0.640686088964033
8,256,0.1,0.001953125,0.640619237618861
8,2048,0.1,0.00390625,0.640521973160556
8,4,0.1,0.001953125,0.640457754533667
8,256,0.4,0.00048828125,0.640431797549071
8,4096,0.1,0.00390625,0.64042067942192
8,16,0.1,0.00048828125,0.640373943957943
8,4,0.3,0.00390625,0.640368001322722
8,256,0.8,6.103515625e-05,0.64036168903723
8,512,0.9,6.103515625e-05,0.640334286350878
8,8,0.1,0.0009765625,0.640296562638934
8,256,0.1,0.000244140625,0.64023329693565
8,8192,0.1,0.001953125,0.640208275040857
8,4096,0.9,3.0517578125e-05,0.640164346495676
8,0.5,0.2,0.0625,0.640164014734917
8,16384,0.1,0.0001220703125,0.640087525775407
8,32,0.4,0.000244140625,0.639995336733789
8,32,0.1,0.000244140625,0.639963105511831
8,128,0.1,0.00048828125,0.639955854283566
8,64,0.5,0.000244140625,0.639870440335883
8,512,0.1,0.0001220703125,0.639835329172636
8,2,0.1,0.00390625,0.63982105355243
8,16384,0.4,0.0001220703125,0.639780498261247
8,64,0.4,0.0001220703125,0.639763532177777
8,1024,0.1,6.103515625e-05,0.639758270837698
8,8,0.3,0.0009765625,0.639749313647666
8,128,0.5,0.000244140625,0.639686320343512
8,64,0.1,0.0001220703125,0.639670524785986
8,0.125,0.2,0.125,0.63964497988455
8,0.25,0.2,0.125,0.639644704186301
8,0.5,0.2,0.125,0.639624886923361
8,128,0.1,6.103515625e-05,0.639616574790449
8,32,0.1,0.0009765625,0.639571021949051
8,256,0.1,3.0517578125e-05,0.639555355918286
8,2048,0.7,6.103515625e-05,0.639555167347879
