"Lags","Costos","NU","gamma","Correlaci??n"
6,32768,0.2,0.00390625,0.672164953984764
6,16384,0.2,0.00390625,0.67145917522206
6,8192,0.2,0.0078125,0.670742455784424
6,16384,0.2,0.0078125,0.670108618253695
6,32768,0.2,0.001953125,0.669070511339865
6,4096,0.2,0.0078125,0.668520232225317
6,8192,0.2,0.00390625,0.668435716993325
6,2048,0.2,0.0078125,0.667941868676489
6,16384,0.2,0.001953125,0.666816376567413
6,4096,0.2,0.00390625,0.666408688691279
6,1024,0.2,0.0078125,0.666405960868876
6,32768,0.2,0.00048828125,0.665918187149222
6,16384,0.2,0.000244140625,0.665851861027693
6,256,0.2,0.015625,0.665819586939944
6,32768,0.2,0.000244140625,0.665593397067945
6,32768,0.2,0.0001220703125,0.665513622746668
6,16384,0.2,0.00048828125,0.665510381821049
6,2048,0.2,0.00390625,0.665508605879705
6,512,0.2,0.015625,0.665402312964834
6,8192,0.2,0.00048828125,0.66531924205107
6,32768,0.2,6.103515625e-05,0.665150264550134
6,8192,0.2,0.0009765625,0.66512940863701
6,16384,0.2,0.0001220703125,0.665017391862519
6,8192,0.2,0.000244140625,0.665012672614262
6,32768,0.3,0.0001220703125,0.665011638595691
6,4096,0.2,0.00048828125,0.664863544686256
6,4096,0.2,0.0009765625,0.664857022505588
6,2048,0.2,0.0009765625,0.664615643408428
6,32768,0.3,6.103515625e-05,0.664607494109912
6,8192,0.2,0.001953125,0.66457689677868
6,16384,0.2,0.0009765625,0.664499214208781
6,16384,0.3,0.000244140625,0.66430895299537
6,4096,0.2,0.001953125,0.664232779909
6,1024,0.2,0.001953125,0.663842976261033
6,1024,0.2,0.00390625,0.663813529928659
6,8192,0.2,0.0001220703125,0.663804480100351
6,32768,0.3,0.000244140625,0.663710161622047
6,8192,0.3,0.000244140625,0.663707281700449
6,16384,0.3,0.0001220703125,0.66363297014111
6,4096,0.2,0.000244140625,0.663524227933678
6,512,0.2,0.0078125,0.663468385738064
6,2048,0.2,0.00048828125,0.66337538453465
6,32768,0.2,0.0078125,0.663328911088952
6,32768,0.2,3.0517578125e-05,0.663324597232352
6,16384,0.2,6.103515625e-05,0.663233842012642
6,32768,0.2,0.0009765625,0.663009915721948
6,1024,0.2,0.0009765625,0.662889405724216
6,2048,0.2,0.001953125,0.662871098982302
6,4096,0.3,0.00048828125,0.662834420374007
